kode,string
8647,"Komponen Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan berkontribusi sebesar 669692.654884 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8648,Komponen Industri Pengolahan Tembakau berkontribusi sebesar 27641.937551 rupiah terhadap PDRB Provinsi Sumatera Selatan
8649,Komponen Industri Tekstil dan Pakaian Jadi berkontribusi sebesar 458138.696875 rupiah terhadap PDRB Provinsi Sumatera Selatan
8650,Komponen Jasa Informasi dan Komunikasi berkontribusi sebesar 9909235.778363 rupiah terhadap PDRB Provinsi Sumatera Selatan
8651,Komponen Jasa Kesehatan dan Kegiatan Sosial berkontribusi sebesar 3496669.819771 rupiah terhadap PDRB Provinsi Sumatera Selatan
8652,Komponen Jasa Keuangan Lainnya berkontribusi sebesar 847660.245992 rupiah terhadap PDRB Provinsi Sumatera Selatan
8653,Komponen Jasa Lainnya berkontribusi sebesar 10046453.148681 rupiah terhadap PDRB Provinsi Sumatera Selatan
8654,Komponen Jasa Pendidikan berkontribusi sebesar 9667440.172972 rupiah terhadap PDRB Provinsi Sumatera Selatan
8655,Komponen Jasa Penunjang Keuangan berkontribusi sebesar 54557.498510 rupiah terhadap PDRB Provinsi Sumatera Selatan
8656,Komponen Jasa Perantara Keuangan Selain Bank Sentral berkontribusi sebesar 6108786.583416 rupiah terhadap PDRB Provinsi Sumatera Selatan
8657,Komponen Jasa Pertanian dan Perburuan   berkontribusi sebesar 1017302.801449 rupiah terhadap PDRB Provinsi Sumatera Selatan
8658,Komponen Jasa Perusahaan berkontribusi sebesar 1821161.224185 rupiah terhadap PDRB Provinsi Sumatera Selatan
8659,Komponen Kehutanan dan Penebangan Kayu berkontribusi sebesar 8570504.113968 rupiah terhadap PDRB Provinsi Sumatera Selatan
8660,Komponen Ketenagalistrikan  berkontribusi sebesar 1785204.761029 rupiah terhadap PDRB Provinsi Sumatera Selatan
8661,Komponen Kompensasi Tenaga Kerja berkontribusi sebesar 142903610.958908 rupiah terhadap PDRB Provinsi Sumatera Selatan
8662,Komponen Konstruksi berkontribusi sebesar 41526832.964524 rupiah terhadap PDRB Provinsi Sumatera Selatan
8663,Komponen Konsumsi LNPRT berkontribusi sebesar 5319992.083811 rupiah terhadap PDRB Provinsi Sumatera Selatan
8664,Komponen Konsumsi Pemerintah berkontribusi sebesar 27080970.729893 rupiah terhadap PDRB Provinsi Sumatera Selatan
8665,Komponen Konsumsi Rumah Tangga berkontribusi sebesar 224008677.148424 rupiah terhadap PDRB Provinsi Sumatera Selatan
8666,Komponen Pajak Neto Subsidi Atas Produksi berkontribusi sebesar 2973008.365948 rupiah terhadap PDRB Provinsi Sumatera Selatan
8667,Komponen Pembentukan Modal Tetap Bruto berkontribusi sebesar 138939057.483595 rupiah terhadap PDRB Provinsi Sumatera Selatan
8668,"Komponen Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang berkontribusi sebesar 388051.672638 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8669,Komponen Pengadaan Gas dan Produksi Es berkontribusi sebesar 471885.051722 rupiah terhadap PDRB Provinsi Sumatera Selatan
8670,Komponen Penyediaan Akomodasi  berkontribusi sebesar 1498336.279962 rupiah terhadap PDRB Provinsi Sumatera Selatan
8671,Komponen Penyediaan Makan Minum berkontribusi sebesar 5682799.141415 rupiah terhadap PDRB Provinsi Sumatera Selatan
8672,"Komponen Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor berkontribusi sebesar 34122720.768130 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8673,"Komponen Perdagangan Mobil, Sepeda Motor dan Reparasinya berkontribusi sebesar 8912642.042143 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8674,"Komponen Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir berkontribusi sebesar 1113377.752579 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8675,Komponen Perikanan  berkontribusi sebesar 12974336.408506 rupiah terhadap PDRB Provinsi Sumatera Selatan
8676,Komponen Perkebunan Semusim dan Tahunan berkontribusi sebesar 29291740.088015 rupiah terhadap PDRB Provinsi Sumatera Selatan
8677,Komponen Pertambangan Batubara dan Lignit berkontribusi sebesar 18252393.154009 rupiah terhadap PDRB Provinsi Sumatera Selatan
8678,Komponen Pertambangan Bijih Logam berkontribusi sebesar 0.000000 rupiah terhadap PDRB Provinsi Sumatera Selatan
8679,"Komponen Pertambangan Minyak, Gas dan Panas Bumi berkontribusi sebesar 37206544.358695 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8680,Komponen Pertambangan dan Penggalian Lainnya berkontribusi sebesar 20569982.690591 rupiah terhadap PDRB Provinsi Sumatera Selatan
8681,"Komponen Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya berkontribusi sebesar 3011101.800050 rupiah terhadap PDRB Provinsi Sumatera Selatan"
8682,Komponen Pertanian Tanaman Pangan  berkontribusi sebesar 11223936.850730 rupiah terhadap PDRB Provinsi Sumatera Selatan
8683,Komponen Perubahan Inventori berkontribusi sebesar -2954444.981397 rupiah terhadap PDRB Provinsi Sumatera Selatan
8684,Komponen Peternakan  berkontribusi sebesar 4234317.882841 rupiah terhadap PDRB Provinsi Sumatera Selatan
8685,Komponen Real Estate berkontribusi sebesar 13029038.313833 rupiah terhadap PDRB Provinsi Sumatera Selatan
8686,Komponen Surplus Usaha (termasuk pendapatan campuran) Bruto berkontribusi sebesar 248546007.950957 rupiah terhadap PDRB Provinsi Sumatera Selatan
8687,"Komponen Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib berkontribusi sebesar 17164955.027302 rupiah terhadap PDRB Provinsi Sumatera Utara"
8688,Komponen Angkutan Darat berkontribusi sebesar 15761899.799466 rupiah terhadap PDRB Provinsi Sumatera Utara
8689,Komponen Angkutan Laut  berkontribusi sebesar 2168401.429022 rupiah terhadap PDRB Provinsi Sumatera Utara
8690,Komponen Angkutan Rel  berkontribusi sebesar 207183.478928 rupiah terhadap PDRB Provinsi Sumatera Utara
8691,Komponen Angkutan Sungai Danau dan Penyeberangan berkontribusi sebesar 225558.356570 rupiah terhadap PDRB Provinsi Sumatera Utara
8692,Komponen Angkutan Udara berkontribusi sebesar 8285522.675814 rupiah terhadap PDRB Provinsi Sumatera Utara
8693,Komponen Asuransi dan Dana Pensiun berkontribusi sebesar 1774265.987696 rupiah terhadap PDRB Provinsi Sumatera Utara
8694,Komponen Industri Alat Angkutan berkontribusi sebesar 4599905.606443 rupiah terhadap PDRB Provinsi Sumatera Utara
8695,Komponen Industri Barang Galian bukan Logam berkontribusi sebesar 2799180.618313 rupiah terhadap PDRB Provinsi Sumatera Utara
8696,"Komponen Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik berkontribusi sebesar 3201141.879543 rupiah terhadap PDRB Provinsi Sumatera Utara"
8697,Komponen Industri Batubara dan Pengilangan Migas berkontribusi sebesar 24907.717376 rupiah terhadap PDRB Provinsi Sumatera Utara
8698,Komponen Industri Furnitur berkontribusi sebesar 1042535.491529 rupiah terhadap PDRB Provinsi Sumatera Utara
8699,"Komponen Industri Karet, Barang dari Karet dan Plastik berkontribusi sebesar 6700315.138050 rupiah terhadap PDRB Provinsi Sumatera Utara"
8700,"Komponen Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya  berkontribusi sebesar 2063463.239634 rupiah terhadap PDRB Provinsi Sumatera Utara"
8701,"Komponen Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman  berkontribusi sebesar 3695231.191765 rupiah terhadap PDRB Provinsi Sumatera Utara"
8702,"Komponen Industri Kimia, Farmasi dan Obat Tradisional berkontribusi sebesar 2847275.361123 rupiah terhadap PDRB Provinsi Sumatera Utara"
8703,"Komponen Industri Kulit, Barang dari Kulit dan Alas Kaki  berkontribusi sebesar 1206962.451666 rupiah terhadap PDRB Provinsi Sumatera Utara"
8704,Komponen Industri Logam Dasar  berkontribusi sebesar 9477445.151300 rupiah terhadap PDRB Provinsi Sumatera Utara
8705,Komponen Industri Makanan dan Minuman  berkontribusi sebesar 75686456.174342 rupiah terhadap PDRB Provinsi Sumatera Utara
8706,Komponen Industri Mesin dan Perlengkapan YTDL berkontribusi sebesar 3410846.979989 rupiah terhadap PDRB Provinsi Sumatera Utara
8707,"Komponen Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan berkontribusi sebesar 2000445.527442 rupiah terhadap PDRB Provinsi Sumatera Utara"
8708,Komponen Industri Pengolahan Tembakau berkontribusi sebesar 16286806.749456 rupiah terhadap PDRB Provinsi Sumatera Utara
8709,Komponen Industri Tekstil dan Pakaian Jadi berkontribusi sebesar 1947187.544662 rupiah terhadap PDRB Provinsi Sumatera Utara
8710,Komponen Jasa Informasi dan Komunikasi berkontribusi sebesar 11801671.188918 rupiah terhadap PDRB Provinsi Sumatera Utara
8711,Komponen Jasa Kesehatan dan Kegiatan Sosial berkontribusi sebesar 6795991.466022 rupiah terhadap PDRB Provinsi Sumatera Utara
8712,Komponen Jasa Keuangan Lainnya berkontribusi sebesar 2707761.781725 rupiah terhadap PDRB Provinsi Sumatera Utara
8713,Komponen Jasa Lainnya berkontribusi sebesar 10177726.295796 rupiah terhadap PDRB Provinsi Sumatera Utara
8714,Komponen Jasa Pendidikan berkontribusi sebesar 25771918.711600 rupiah terhadap PDRB Provinsi Sumatera Utara
8715,Komponen Jasa Penunjang Keuangan berkontribusi sebesar 467116.584305 rupiah terhadap PDRB Provinsi Sumatera Utara
8716,Komponen Jasa Perantara Keuangan Selain Bank Sentral berkontribusi sebesar 14617760.644205 rupiah terhadap PDRB Provinsi Sumatera Utara
8717,Komponen Jasa Pertanian dan Perburuan   berkontribusi sebesar 1210437.198410 rupiah terhadap PDRB Provinsi Sumatera Utara
8718,Komponen Jasa Perusahaan berkontribusi sebesar 9568767.231873 rupiah terhadap PDRB Provinsi Sumatera Utara
8719,Komponen Kehutanan dan Penebangan Kayu berkontribusi sebesar 4967631.676262 rupiah terhadap PDRB Provinsi Sumatera Utara
8720,Komponen Ketenagalistrikan  berkontribusi sebesar 3017643.716007 rupiah terhadap PDRB Provinsi Sumatera Utara
8721,Komponen Kompensasi Tenaga Kerja berkontribusi sebesar 219696238.337896 rupiah terhadap PDRB Provinsi Sumatera Utara
8722,Komponen Konstruksi berkontribusi sebesar 56400816.576254 rupiah terhadap PDRB Provinsi Sumatera Utara
8723,Komponen Konsumsi LNPRT berkontribusi sebesar 5624161.534258 rupiah terhadap PDRB Provinsi Sumatera Utara
8724,Komponen Konsumsi Pemerintah berkontribusi sebesar 45994579.191009 rupiah terhadap PDRB Provinsi Sumatera Utara
8725,Komponen Konsumsi Rumah Tangga berkontribusi sebesar 323491573.965185 rupiah terhadap PDRB Provinsi Sumatera Utara
8726,Komponen Pajak Neto Subsidi Atas Produksi berkontribusi sebesar 15827929.038976 rupiah terhadap PDRB Provinsi Sumatera Utara
8727,Komponen Pembentukan Modal Tetap Bruto berkontribusi sebesar 193836665.573542 rupiah terhadap PDRB Provinsi Sumatera Utara
8728,"Komponen Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang berkontribusi sebesar 691463.005180 rupiah terhadap PDRB Provinsi Sumatera Utara"
8729,Komponen Pengadaan Gas dan Produksi Es berkontribusi sebesar 420009.807589 rupiah terhadap PDRB Provinsi Sumatera Utara
8730,Komponen Penyediaan Akomodasi  berkontribusi sebesar 2610819.429384 rupiah terhadap PDRB Provinsi Sumatera Utara
8731,Komponen Penyediaan Makan Minum berkontribusi sebesar 12668727.976562 rupiah terhadap PDRB Provinsi Sumatera Utara
8732,"Komponen Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor berkontribusi sebesar 72811590.229368 rupiah terhadap PDRB Provinsi Sumatera Utara"
8733,"Komponen Perdagangan Mobil, Sepeda Motor dan Reparasinya berkontribusi sebesar 10535121.747919 rupiah terhadap PDRB Provinsi Sumatera Utara"
8734,"Komponen Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir berkontribusi sebesar 8933864.184337 rupiah terhadap PDRB Provinsi Sumatera Utara"
8735,Komponen Perikanan  berkontribusi sebesar 16890496.138268 rupiah terhadap PDRB Provinsi Sumatera Utara
8736,Komponen Perkebunan Semusim dan Tahunan berkontribusi sebesar 34822581.812762 rupiah terhadap PDRB Provinsi Sumatera Utara
8737,Komponen Pertambangan Batubara dan Lignit berkontribusi sebesar 0.000000 rupiah terhadap PDRB Provinsi Sumatera Utara
8738,Komponen Pertambangan Bijih Logam berkontribusi sebesar 2770032.010024 rupiah terhadap PDRB Provinsi Sumatera Utara
8739,"Komponen Pertambangan Minyak, Gas dan Panas Bumi berkontribusi sebesar 338096.953705 rupiah terhadap PDRB Provinsi Sumatera Utara"
8740,Komponen Pertambangan dan Penggalian Lainnya berkontribusi sebesar 5278197.226440 rupiah terhadap PDRB Provinsi Sumatera Utara
8741,"Komponen Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya berkontribusi sebesar 15424222.025585 rupiah terhadap PDRB Provinsi Sumatera Utara"
8742,Komponen Pertanian Tanaman Pangan  berkontribusi sebesar 10049904.951069 rupiah terhadap PDRB Provinsi Sumatera Utara
8743,Komponen Perubahan Inventori berkontribusi sebesar 10192798.016131 rupiah terhadap PDRB Provinsi Sumatera Utara
8744,Komponen Peternakan  berkontribusi sebesar 17381024.800536 rupiah terhadap PDRB Provinsi Sumatera Utara
8745,Komponen Real Estate berkontribusi sebesar 17279328.087573 rupiah terhadap PDRB Provinsi Sumatera Utara
8746,Komponen Surplus Usaha (termasuk pendapatan campuran) Bruto berkontribusi sebesar 323464449.658236 rupiah terhadap PDRB Provinsi Sumatera Utara
8747,Komponen Kompensasi Tenaga Kerja berkontribusi sebesar 4930685464.603703 rupiah terhadap PDRB PENDAPATAN
8748,Komponen Pajak Neto Subsidi Atas Produksi berkontribusi sebesar 564336206.085210 rupiah terhadap PDRB PENDAPATAN
8749,Komponen Surplus Usaha (termasuk pendapatan campuran) Bruto berkontribusi sebesar 7150796167.719017 rupiah terhadap PDRB PENDAPATAN
8750,Komponen Konsumsi LNPRT berkontribusi sebesar 144944697.746068 rupiah terhadap PDRB PENGELUARAN
8751,Komponen Konsumsi Pemerintah berkontribusi sebesar 1094181417.389139 rupiah terhadap PDRB PENGELUARAN
8752,Komponen Konsumsi Rumah Tangga berkontribusi sebesar 7119909001.632968 rupiah terhadap PDRB PENGELUARAN
8753,Komponen Pembentukan Modal Tetap Bruto berkontribusi sebesar 4139130416.986309 rupiah terhadap PDRB PENGELUARAN
8754,Komponen Perubahan Inventori berkontribusi sebesar 82588959.000381 rupiah terhadap PDRB PENGELUARAN
8755,"Komponen Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib berkontribusi sebesar 429421705.855444 rupiah terhadap PDRB PRODUKSI"
8756,Komponen Angkutan Darat berkontribusi sebesar 319429662.869816 rupiah terhadap PDRB PRODUKSI
8757,Komponen Angkutan Laut  berkontribusi sebesar 40281571.827748 rupiah terhadap PDRB PRODUKSI
8758,Komponen Angkutan Rel  berkontribusi sebesar 4720516.177688 rupiah terhadap PDRB PRODUKSI
8759,Komponen Angkutan Sungai Danau dan Penyeberangan berkontribusi sebesar 14611809.271661 rupiah terhadap PDRB PRODUKSI
8760,Komponen Angkutan Udara berkontribusi sebesar 187550730.004207 rupiah terhadap PDRB PRODUKSI
8761,Komponen Asuransi dan Dana Pensiun berkontribusi sebesar 84925425.803268 rupiah terhadap PDRB PRODUKSI
8762,Komponen Industri Alat Angkutan berkontribusi sebesar 289600624.777590 rupiah terhadap PDRB PRODUKSI
8763,Komponen Industri Barang Galian bukan Logam berkontribusi sebesar 113829827.690827 rupiah terhadap PDRB PRODUKSI
8764,"Komponen Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik berkontribusi sebesar 267815677.758942 rupiah terhadap PDRB PRODUKSI"
8765,Komponen Industri Batubara dan Pengilangan Migas berkontribusi sebesar 274535692.915188 rupiah terhadap PDRB PRODUKSI
8766,Komponen Industri Furnitur berkontribusi sebesar 40994506.156904 rupiah terhadap PDRB PRODUKSI
8767,"Komponen Industri Karet, Barang dari Karet dan Plastik berkontribusi sebesar 92971050.237924 rupiah terhadap PDRB PRODUKSI"
8768,"Komponen Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya  berkontribusi sebesar 78819183.818287 rupiah terhadap PDRB PRODUKSI"
8769,"Komponen Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman  berkontribusi sebesar 89958903.210564 rupiah terhadap PDRB PRODUKSI"
8770,"Komponen Industri Kimia, Farmasi dan Obat Tradisional berkontribusi sebesar 252899436.159842 rupiah terhadap PDRB PRODUKSI"
8771,"Komponen Industri Kulit, Barang dari Kulit dan Alas Kaki  berkontribusi sebesar 59470200.873347 rupiah terhadap PDRB PRODUKSI"
8772,Komponen Industri Logam Dasar  berkontribusi sebesar 93877329.492623 rupiah terhadap PDRB PRODUKSI
8773,Komponen Industri Makanan dan Minuman  berkontribusi sebesar 687392834.862581 rupiah terhadap PDRB PRODUKSI
8774,Komponen Industri Mesin dan Perlengkapan YTDL berkontribusi sebesar 118836202.537648 rupiah terhadap PDRB PRODUKSI
8775,"Komponen Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan berkontribusi sebesar 74371919.244245 rupiah terhadap PDRB PRODUKSI"
8776,Komponen Industri Pengolahan Tembakau berkontribusi sebesar 278040328.524009 rupiah terhadap PDRB PRODUKSI
8777,Komponen Industri Tekstil dan Pakaian Jadi berkontribusi sebesar 156937711.219225 rupiah terhadap PDRB PRODUKSI
8778,Komponen Jasa Informasi dan Komunikasi berkontribusi sebesar 487912880.040432 rupiah terhadap PDRB PRODUKSI
8779,Komponen Jasa Kesehatan dan Kegiatan Sosial berkontribusi sebesar 154075542.244229 rupiah terhadap PDRB PRODUKSI
8780,Komponen Jasa Keuangan Lainnya berkontribusi sebesar 56846674.876542 rupiah terhadap PDRB PRODUKSI
8781,Komponen Jasa Lainnya berkontribusi sebesar 306813160.747320 rupiah terhadap PDRB PRODUKSI
8782,Komponen Jasa Pendidikan berkontribusi sebesar 412097155.322738 rupiah terhadap PDRB PRODUKSI
8783,Komponen Jasa Penunjang Keuangan berkontribusi sebesar 38469129.474269 rupiah terhadap PDRB PRODUKSI
8784,Komponen Jasa Perantara Keuangan Selain Bank Sentral berkontribusi sebesar 342295572.129251 rupiah terhadap PDRB PRODUKSI
8785,Komponen Jasa Pertanian dan Perburuan   berkontribusi sebesar 18731884.030949 rupiah terhadap PDRB PRODUKSI
8786,Komponen Jasa Perusahaan berkontribusi sebesar 351399765.467909 rupiah terhadap PDRB PRODUKSI
8787,Komponen Kehutanan dan Penebangan Kayu berkontribusi sebesar 98478085.516620 rupiah terhadap PDRB PRODUKSI
8788,Komponen Ketenagalistrikan  berkontribusi sebesar 58129773.523049 rupiah terhadap PDRB PRODUKSI
8789,Komponen Konstruksi berkontribusi sebesar 1222939786.593240 rupiah terhadap PDRB PRODUKSI
8790,"Komponen Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang berkontribusi sebesar 18493171.816991 rupiah terhadap PDRB PRODUKSI"
8791,Komponen Pengadaan Gas dan Produksi Es berkontribusi sebesar 27310776.923580 rupiah terhadap PDRB PRODUKSI
8792,Komponen Penyediaan Akomodasi  berkontribusi sebesar 98427783.936680 rupiah terhadap PDRB PRODUKSI
8793,Komponen Penyediaan Makan Minum berkontribusi sebesar 369259449.529702 rupiah terhadap PDRB PRODUKSI
8794,"Komponen Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor berkontribusi sebesar 1358540705.533604 rupiah terhadap PDRB PRODUKSI"
8795,"Komponen Perdagangan Mobil, Sepeda Motor dan Reparasinya berkontribusi sebesar 321489162.603388 rupiah terhadap PDRB PRODUKSI"
